category,maker_name,year,units_sold
3W,DSF INDUSTRIES PVT LTD,2017,5
3W,DUCATI MOTOR HOLDING S.P.A,2017,4
3W,DYS IMPEX PRIVATE LIMITED,2017,777
3W,DYS IMPEX PVT LTD,2017,130
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2017,18
3W,EDDY CURRENT CONTROLS (I) LTD,2017,4
3W,EICHER MOTORS LTD,2017,1
LMV,EICHER TRACTORS,2017,4
2W,EKO VEHICLE PRIVATE LIMITED,2017,8
3W,ELECTRA INTERNATIONAL,2017,39
2W,ELECTROTHERM (I) LIMITED,2017,26
3W,ELECTROTHERM (I) LIMITED,2017,919
LMV,ELECTROTHERM (I) LIMITED,2017,11
2W,ELECTROTHERM (INDIA) LIMITED,2017,15
3W,ELECTROTHERM (INDIA) LIMITED,2017,627
3W,ELGI EQUIPMENTS LTD           ,2017,2
3W,ELITE AUTO ENGINEERS PVT LTD,2017,50
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2017,6
3W,ENERGY ELECTRIC VEHICLES,2017,1928
3W,ENTICE IMPEX PVT LTD,2017,200
3W,EPOWER VEHICLES PVT LTD,2017,185
3W,EXTREME MOTORS,2017,49
3W,FIVE ELEMENTS,2017,48
3W,G & G AUTOMOTIVE,2017,47
3W,G.K. RICKSHAW,2017,816
LMV,G.K. RICKSHAW,2017,1
3W,GARWARE MOTORS LIMITED,2017,8
3W,GAYATRI ELECTRIC VEHICLES,2017,6
3W,GEMAG CONSTRUCTION MACHINARY,2017,3
3W,GENERAL MOTORS INDIA PVT LTD,2017,1
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2017,207
LMV,GODREJ AND BOYCE MFG CO LTD,2017,15
3W,GOENKA ELECTRIC MOTOR VEH P L,2017,55
LMV,GOENKA ELECTRIC MOTOR VEH P L,2017,2
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2017,348
3W,GOOD ENERGY INDIA,2017,36
3W,GOOD WILL HI PRECISION,2017,21
3W,GOODENERGY INDIA PVT LTD,2017,86
3W,GOODWILL HI PRECISION WORKS PVT LTD,2017,3
3W,GOPAL AGROTECH,2017,1
3W,GREAVES COTTON LTD.,2017,1
3W,GREAVES INDIA PVT LTD,2017,9
3W,GREEN IMPEX,2017,650
3W,GREEN KAIKETSU AUTOMATIVE IND,2017,175
3W,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,2017,146
3W,GREEN TECHNOLOGIES,2017,178
3W,GREEN VALLEY MOTORS,2017,47
3W,GREEN WAY ECO RIDE,2017,1
3W,GREEN WHEELZ (INDIA),2017,31
3W,GREENETICS INDUSTRIES PVT LTD,2017,1
3W,GREENWHEELS AUTOMOBILE PVT LTD,2017,170
3W,GURDEEP ENGINEERING WORKS,2017,8
3W,GURJEET AGRO INDUSTRIES,2017,8
3W,GURUKIRPA INDUSTRIES,2017,127
3W,GURUKIRPA MOTORS,2017,16
3W,GURUKRAPA ENGINEERING WORKS,2017,1
2W,H.M.S.I. PVT. LTD.,2017,2
3W,HARJAS AGRO INDUSTRIES,2017,1
3W,HARSH TRADING CO,2017,67
3W,H-D MOTOR COMPANY INDIA PVT LTD,2017,4
3W,HERCULES CRANE PVT.LTD.,2017,145
2W,HERO ECO VEHICLES PVT LTD,2017,17
3W,HERO ECO VEHICLES PVT LTD,2017,1
2W,HERO ELECTRIC VEHICLE PVT LTD,2017,164
3W,HERO ELECTRIC VEHICLE PVT LTD,2017,42
LMV,HERO ELECTRIC VEHICLE PVT LTD,2017,1
2W,HERO ELECTRIC VEHICLES PVT. LTD,2017,162
3W,HERO ELECTRIC VEHICLES PVT. LTD,2017,72
2W,HERO HONDA MOTORS  LTD,2017,4
2W,HERO MOTOCORP LTD,2017,74
3W,HERO MOTOCORP LTD,2017,229
3W,HIM TEKNOFORGE LTD,2017,19
3W,HITECH ELECTRIC AUTO CO,2017,14
3W,HITECH INDUSTRIES,2017,62
3W,HI-TECH INDUSTRIES,2017,253
3W,HITEK ELECTRIC AUTO CO,2017,87
3W,HITEK ELECTRIC AUTO CO.,2017,2
3W,HMT LIMITED,2017,1
2W,HONDA CARS INDIA LTD,2017,120
2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2017,36
2W,HOOGHLY MOTORS PVT LTD,2017,1
3W,HOOGHLY MOTORS PVT LTD,2017,918
3W,HOTAGE INDIA,2017,688
3W,HOVEL CYLINDER PVT LTD,2017,456
LMV,HYUNDAI MOTOR INDIA LTD,2017,2
3W,IDEAL JAWA INDIA PVT LTD,2017,1
2W,INDIA YAMAHA MOTOR PVT LTD,2017,14
3W,INDIA YAMAHA MOTOR PVT LTD,2017,36
3W,INDO FARM EQUIPMENT LIMITED,2017,1
2W,INDUS ELECTROTHERM INDIA LTD,2017,2
2W,INTERNATIONAL CARS & MOTORS LTD,2017,1
3W,INTERNATIONAL CARS & MOTORS LTD,2017,1
LMV,INTERNATIONAL TRACTORS LIMITED,2017,6
3W,J S MOBILEON PVT LTD,2017,43
3W,J. S. AUTO (P) LTD,2017,2652
3W,J.S.AUTO PVT LTD (KANPUR),2017,2
3W,JAGUAR LAND ROVER INDIA LIMITED,2017,43
3W,JAISWAL INDUSTRIES,2017,8
3W,JAJODIA COMMODITIES PVT LTD,2017,131
3W,JAY ACE TECHNOLOGIES LTD,2017,88
3W,JAYA AUTOMOTIVES PVT LTD      ,2017,23
3W,JCB INDIA LTD,2017,37
LMV,JEEVA TRAILERS,2017,1
3W,JIJO ELECTRIC WHEELS PVT LTD,2017,442
LMV,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),2017,3
3W,JS MOBILEON PVT LTD,2017,146
LMV,JUNGHEINRICH AG AND CO,2017,2
3W,JUNO CASTINGS PVT LTD,2017,79
3W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,2017,6
3W,KALINGA VENTURES IND P,2017,25
3W,KALINGA VENTURES INDIA PVT LTD,2017,20
LMV,KALINGA VENTURES INDIA PVT LTD,2017,1
3W,KARNATAKA SCOOTERS LTD,2017,19
3W,KARTAR AGRO INDUSTRIES PVT LTD,2017,1
3W,KAYAMEL MACHINE PRIVATE LTD,2017,2
3W,KELVINATOR INDIA LTD          ,2017,3
3W,KHALSA  AGRO INDUSTRIES,2017,429
3W,KHALSA E-VEHICLES PVT LTD,2017,129
3W,KHAN ENGINEERING WORKS,2017,1
3W,KHEMRAJ AUTOMOTIVE INDUSTRIES,2017,352
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2017,383
3W,KINETIC GREEN ENERGY P SOL LTD,2017,880
3W,KINETIC MOTOR COMPANY LIMITED,2017,678
LMV,KION INDIA PVT LTD,2017,4
3W,KIRTI SOLAR LTD,2017,44
3W,KNIGHT QUEEN INDUSTRIES PV LTD,2017,1
3W,KNIGHT QUEEN INDUSTRIES PVT LTD,2017,10
3W,KRANTI AUTOMOBILES LIMITED,2017,9
3W,KRISHNA ENGINEERING,2017,6
3W,KRISHNA ENGINEERING WORKS,2017,168
3W,KRISHNA INDUSTRIES,2017,1
3W,KUKU AUTOMOTIVES,2017,421
3W,KUMAR MOTORS PVT LTD,2017,3
3W,L & T CASE EQUIPMENT PVT LTD,2017,1
LMV,LAKSHMI AGRO INDUSTRIES,2017,1
3W,LAWAT MOTORS,2017,60
2W,LML LIMITED,2017,10
3W,LML LIMITED,2017,38
LMV,LMV LTD,2017,1
2W,LOHIA AUTO INDUSTRIES,2017,1
3W,LOHIA AUTO INDUSTRIES,2017,184
3W,LOHIA AUTO INDUSTRIES LTD.,2017,420
3W,LOTEY AGRO INDUSTRY,2017,4
3W,LOTIA  MOTORS  LTD,2017,8
3W,M K ENTERPRISES,2017,169
3W,M.K. ENTERPRISES,2017,408
3W,M/S CHAMPION POLY PLAST,2017,386
LMV,M/S CHAMPION POLY PLAST,2017,2
3W,M/S HOVEL CYLINDER PVT LTD,2017,420
LMV,M/S HOVEL CYLINDER PVT LTD,2017,11
3W,M/S SHRIRAM AUTO TECH PVT LTD,2017,2227
LMV,M/S SHRIRAM AUTO TECH PVT LTD,2017,1
3W,M/S SRISHTI AUTOMOBILES,2017,3
3W,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",2017,1
3W,M/S. DAVE EXIM (P) LTD.,2017,28
3W,MAA SHAKTI EXIM PVT LTD,2017,1196
3W,MAC AUTO INDIA,2017,147
3W,MACNEILL ENGG LTD,2017,2
3W,MAHINDRA & MAHINDRA LIMITED,2017,242
LMV,MAHINDRA & MAHINDRA LIMITED,2017,443
3W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2017,33
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2017,51
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2017,499
3W,MAHINDRA NAVISTAR  AUTOMOTIVES LTD,2017,19
LMV,MAHINDRA TWO WHEELERS LTD,2017,2
3W,MALHOTRA  VEHICLE MANUFACTURING PVT LTD,2017,35
3W,MAN TRUCKS INDIA PVT. LTD.,2017,14
LMV,MARUTI SUZUKI INDIA LTD,2017,8
3W,"MAYUR ENTERPRISES,BARIPADA",2017,3
3W,MG MOTOR INDIA PVT LTD,2017,1
3W,MINI METRO,2017,1695
3W,MINI METRO EV L.L.P,2017,599
3W,MITHU BAJRANG ENG.WORKS,2017,1
3W,MOTOR & GENERAL SALES LTD.,2017,3
3W,MUNDE MECHANICAL WORKS,2017,17
3W,NABH MOTORS PVT LTD,2017,79
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2017,6
3W,NANNHRAY AGIRCULTURE WORKS,2017,31
3W,NANYA AIRCONN PVT LTD,2017,14
3W,NB TURNED  COMPONENTS PVT LTD,2017,31
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2017,516
LMV,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2017,17
3W,NEW ARCANA INDIA,2017,224
3W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2017,8
2W,NIC TEST ACCOUNT-1,2017,6
3W,NIC TEST ACCOUNT-1,2017,2889
LMV,NIC TEST ACCOUNT-1,2017,369
3W,NICOLAS INDUSTRIES,2017,1
3W,NIKHIL FURNITURES,2017,76
3W,NIRMAL UTILITY SERVICES PVT LTD,2017,2
3W,NISSAN MOTOR INDIA PVT LTD,2017,2
LMV,NISSAN MOTOR INDIA PVT LTD,2017,4
3W,OK PLAY INDIA LTD,2017,336
2W,OKINAWA AUTOTECH PVT LTD,2017,331
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2017,1079
3W,OM BALAJI AUTOMOBILES I P LTD,2017,241
3W,ORIGINAL FUEL SYSTEM PVT LTD,2017,15
2W,OTHERS,2017,382
3W,OTHERS,2017,15094
LMV,OTHERS,2017,581
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2017,4
3W,PACE AGRO PRIVATE LIMITED,2017,11
3W,PACE AGRO PVT LTD,2017,29
3W,PAL DIESAL PVT LTD,2017,1
3W,PARAG AGRO,2017,2
3W,PARAS INDUSTRIES,2017,1
3W,PARI E-VEHICLES,2017,62
3W,PASHUPATI NATH MOTORS PVT LTD,2017,1
3W,PASHUPATI VEHICLE PVT. LTD.,2017,2
3W,PASHUPATI VEHICLES PVT LTD,2017,13
3W,PATS MOTOR CORP,2017,18
2W,PIAGGIO VEHICLES PVT LTD,2017,4
3W,PIAGGIO VEHICLES PVT LTD,2017,3
3W,PLAUDIT TECHNO INDIA PVT LTD,2017,271
LMV,PONMALAR TRAILERS,2017,2
3W,PORSCHE AG,2017,1
3W,PRAJAPATI ENG. WORKS,2017,1
3W,PREET TRACTORS PVT. LTD.,2017,10
3W,PREMIER LTD,2017,1
3W,PRESTANTIA CREATIONS PVT LTD,2017,18
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2017,38
3W,PUSHKAR INDUSTRIES,2017,1
3W,RAAJ AUTOMOTIVE,2017,1
3W,RAHUL AGRO EXPORTS PVT LTD,2017,77
3W,RAJ AUTOMOTIVE,2017,9
3W,RAJESH STEEL AND WIRE INDUSTRIES,2017,18
3W,RAJIV RAJ VEHICLES PVT LTD,2017,1
3W,RAJKAMAL MOTORS LTD,2017,1
3W,RAM JANKI ENG. WORK,2017,4
3W,RASANDIK ENGINEERING,2017,6
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2017,13
3W,RASANDIK MOTORS PVT LTD,2017,12
3W,RASIWASIA RASAYAN PVT LTD,2017,60
3W,RAYON ENGINEERS,2017,67
3W,REFLEX CONTROL SYSTEM PVT,2017,22
3W,REFLEX CONTROL SYSTEM PVT .LTD,2017,40
2W,RENAULT INDIA PVT LTD,2017,1
3W,RENAULT INDIA PVT LTD,2017,14
3W,REPUBLIC MOTORS,2017,7
3W,REPUBLIC PVT.LTD.,2017,1
LMV,REVA ELECTRIC CAR CO,2017,26
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2017,4
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2017,1
3W,RSD SECURITY SOLUTIONS PVT LTD,2017,309
3W,RUDRA AUTO INDUSTRIES,2017,1
3W,RUTBA PRODUCT PVT LTD,2017,10
LMV,S J TRAILORS,2017,7
LMV,"S M TRACTOR TRALERS, SHAHAPUR",2017,2
3W,S.M. LTD.,2017,1
3W,S.P. ELECTRONICS,2017,3
3W,S.S.AGRO TECH,2017,10
3W,S.V AUTOMOTIVE,2017,409
3W,SAATHI TRADING CO,2017,2
3W,SAERA ELECTRIC AUTO PVT LTD,2017,1532
LMV,SAERA ELECTRIC AUTO PVT LTD,2017,1
3W,SAGAS AUTOTIC PVT LTD,2017,1
3W,SAHKAR AGRO IND,2017,1
3W,SAKSHAM TECH AUTO,2017,26
3W,SAKSHAM TRADING COMPANY,2017,272
LMV,SAKTHI VIJAY INDUSTRIES,2017,1
LMV,SAKTHI VINAYAKA ENGINEERING WORKS,2017,2
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,2017,2
3W,SAMRAT ELECTRIC VEHICLE,2017,1
3W,SAN MOTORS LIMITED,2017,1
3W,SANT ENGG WORKS,2017,11
LMV,SARAVANA TRAILER,2017,1
3W,SAS MOTORS LTD.,2017,4
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2017,10
3W,SAURYAA SHARYO CORPORATION,2017,12
3W,SCOOTERS INDIA LTD,2017,1
3W,SETHJI INDUSTRIES,2017,88
3W,SHAKTI AUTO GREEN,2017,63
3W,SHAKTIMAN AGRO INDUSTRIES,2017,1
3W,SHERA ELECTRICAL AUTO PVT LTD,2017,11
3W,SHIGAN EVOLTZ LTD,2017,352
3W,SHINE METAL UDYOG PVT LTD,2017,19
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2017,30
3W,SHIV OM INDIA,2017,633
LMV,SHIV TRAILOR INDUSTRIES,2017,2
3W,SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2017,44
LMV,SHRI ABIRAMI TRAILERS,2017,5
LMV,SHRI ANGAMMAL ENGINEERING WORKS,2017,2
3W,SHRI BARSANA E-VEHICLES PVT LTD,2017,49
3W,SHRI CHAMUNDI MOPEDS,2017,2
3W,SHRI CHINNAMMAN ENGG. WORKS    ,2017,1
LMV,SHRI GANAPATHY ENGG. WORKS,2017,1
LMV,SHRI KUMAR TRAILERS EQUIPMENTS,2017,2
LMV,SHRI LAKSHMI LATHE WORKS,2017,8
LMV,SHRI MODERN TRAILERS,2017,2
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2017,131
3W,SHRI RAM AUTO TECH PVT LTD,2017,127
3W,SHRI RAM AUTOMOBILES,2017,17
LMV,SHRI SAKTHI VINAYAKA TRAILERS,2017,3
LMV,SHRI VAIRAMUTHU TRAILERS,2017,2
3W,SIARSA ELECTRICALS PVT LTD,2017,13
3W,SIWACH STEEL PVT LTD,2017,285
3W,SKS AUTOMOBILES (I) PVT LTD,2017,20
3W,SKS TRADE INDIA PVT LTD,2017,203
3W,SKYRIDE AUTOMOTIVE,2017,344
3W,SMART ELECTRO MOTORS,2017,4
3W,SML ISUZU LTD,2017,17
3W,SONI E VEHICLE PVT LTD,2017,109
LMV,SONI E VEHICLE PVT LTD,2017,1
3W,SONI E VEHICLES PVT LTD,2017,138
3W,SPEEDWAYS ELECTRIC,2017,85
3W,SPEEDWAYS ELECTRIC PVT LTD,2017,11
3W,SPEEGO VEHICLES CO PVT LTD,2017,427
3W,SPEEGO VEHICLES PVT. LTD,2017,164
3W,SSB INDISTRIES,2017,69
3W,STANDARD CORPORATION INDIA LTD,2017,3
3W,SUCCESSPATH MARKETING PVT LTD,2017,30
3W,SUMFONL AUTO TRADERS PVT LTD,2017,9
3W,SUN MOTORS,2017,7
3W,SUN MOTORS PVT LTD,2017,6
3W,SUN SHINE ENGINEERING WORKS,2017,1
3W,SUNKU AUTO LTD,2017,6
3W,SUPERECO AUTOMOTIVE CO,2017,325
3W,SUPERECO AUTOMOTIVE CO LLP,2017,47
3W,SUPERTECH EV LIMITED,2017,3
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2017,20
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,2017,1
3W,TAFE LIMITED,2017,1
3W,TATA MOTORS LTD,2017,1
LMV,TATA MOTORS LTD,2017,3
MMV,TATA MOTORS LTD,2017,4
3W,TEREX CORPORATION,2017,6
3W,TERRA MOTORS INDIA PVT LTD,2017,893
3W,THUKRAL ELECTRIC BIKES PVT LTD,2017,1825
3W,TOP TEAM MACHINES PVT LTD,2017,58
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2017,12
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2017,2
3W,TSM ENGINEERING PVT LTD,2017,42
2W,TVS MOTOR COMPANY LTD,2017,69
3W,TVS MOTOR COMPANY LTD,2017,6
3W,TWINKLE TRADCOM PVT LTD,2017,357
3W,U P TELELINKS LTD,2017,135
3W,U.P. TELELINKS LIMITED,2017,791
3W,UMA  AUTO INDUSTRIES PVT. LTD,2017,23
3W,UNIC,2017,13
3W,UNICORN DIGITAL SYSTEMS PVT LTD,2017,1
3W,UNIQUE ENTERPRISES,2017,1
3W,UNIQUE INTERNATIONAL,2017,266
3W,UNITED TRANSMOVERS PVT LTD,2017,42
3W,V.T. ENGINEERING,2017,50
3W,V.T.ENGINEERING,2017,3
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2017,3
3W,VANI ELECTRIC VEHICLES PVT LTD,2017,211
3W,VAUXHALL MOTORS LTD,2017,3
3W,VE COMMERCIAL VEHICLES LTD,2017,12
3W,VEHICLE FACTORY JABALPUR,2017,22
3W,VENUS AUTO INDUSTRIES         ,2017,3
3W,VENUS AUTO WHEELS PVT LTD,2017,282
3W,VGLAN BUILDCON PRIVATE LIMITED,2017,10
3W,VGLAN BUILDCON PVT LTD,2017,8
LMV,VGLAN BUILDCON PVT LTD,2017,13
3W,VIBGYOR  VEHICLES LIMITED,2017,1
3W,VICTOR AGRO INDUSTRIES,2017,79
3W,VICTORIA E VEHICLES PVT. LTD,2017,59
3W,VICTORY ELECTRIC INTERNATIONAL,2017,1466
LMV,VICTORY ELECTRIC INTERNATIONAL,2017,3
3W,VIJAYALAKSHIMI ENGG WORKS,2017,1
LMV,VINAYAK INDUSTRIES,2017,11
LMV,VISHWAS TRAILER WELD WORK,2017,1
3W,VOLKSWAGEN INDIA PVT LTD,2017,1
LMV,VOLKSWAGEN INDIA PVT LTD,2017,1
3W,VOLMAC ENGINEERING PVT LTD,2017,26
LMV,VOLTAS LIMITED,2017,2
3W,VRINDA ENTERPRISES,2017,44
3W,VVA AUTO INDUSTRIES PVT LTD,2017,22
3W,WELCOME E RICKSHAW,2017,2
3W,WOX COOLERS PVT LTD,2017,26
3W,XPLORE AUTOMOTIVE PVT LTD,2017,62
3W,XXPLORE AUTOMATIVE PVT LTD,2017,49
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2017,86
3W,Y.C.ELECTRIC VEHICLE,2017,43
3W,YC ELECTRIC VEHICLE,2017,7434
3W,YC ELECTRIC VEHICLE PVT LTD,2017,30
3W,YEZDI MOTORS LTD,2017,2
3W,ZENIAK INNOVATION INDIA LTD,2017,605
3W,ZESAR MOTORS PVT LTD,2017,4
3W,"""VOLVO GROUP INDIA PVT LTD""",2018,12
2W,3GB TECHNOLOGY PVT LTD,2018,1
3W,A D AGRO WORKS,2018,1
3W,A K AUTTO ELECTRICAL,2018,56
3W,A K GUPTA & CO.,2018,625
3W,A P I MOTORS PVT LTD,2018,2
LMV,A R T WELDING WORKS,2018,2
3W,A.V.AUTOMOTIVES PVT LTD,2018,280
3W,A3T INCORPORTED,2018,85
LMV,A3T INCORPORTED,2018,75
3W,AADHYA ENTERPRISES,2018,4
3W,AADITYA EMOTORS INDIA PVT LTD,2018,179
LMV,AADITYA EMOTORS INDIA PVT LTD,2018,6
3W,ACCRETION POWER AUTOS,2018,240
3W,ADITYA AGRO INDUSTRIES,2018,3
3W,ADITYA SAI INDUSTRIES,2018,176
LMV,ADITYA SAI INDUSTRIES,2018,2
LMV,AKASH TRAILOR,2018,1
3W,ALBEDO VISION PVT LTD,2018,15
3W,ALLFINE INDUSTRIES PVT LTD,2018,763
3W,AMAN AUTOMOBILES,2018,41
3W,AMAN ELECTRIC VEHICLES,2018,69
LMV,AMMAN ENGINEERING COMPANY,2018,1
LMV,ANBU TRAILERS,2018,1
3W,ANJALI ENTERPRISES,2018,3
3W,ANJALI TRADERS,2018,75
LMV,ANJALI TRADERS,2018,1
3W,ANKUSH AUTO DEALS,2018,505
3W,APARNA AGRICO,2018,5
3W,APARNA INDUSTRIES,2018,182
3W,APM AUTO SALES,2018,78
3W,APSARA ENTERPRISE,2018,153
3W,ARCHIT ENTERPRISES,2018,153
3W,ARIHANT ENTERPRISES,2018,12
3W,ARMAN GREEN VEHICLES PVT LTD,2018,214
3W,ARNA ELECTRIC AUTO PVT LTD,2018,331
3W,ARROW AUTOMOTIVE,2018,64
3W,ASHA IMPEX,2018,21
3W,ASHWA ELECTRIC,2018,16
3W,ASIA BODY BUILDERS & MANUFACTURERS,2018,5
3W,ASTER AUTOMOTIVE PVT LTD,2018,7
2W,ATHER ENERGY PVT LTD,2018,24
3W,ATLAS COPCO INDIA LTD,2018,2
3W,ATR TECHNOSALES PRIVATE LIMITED,2018,9
3W,ATTOLENT AUTO GROUP PVT LTD,2018,660
3W,ATTOLENT AUTOGROUP PVT LTD,2018,31
3W,ATUL AUTO LTD,2018,492
LMV,ATUL AUTO LTD,2018,11
3W,ATUT SANGAM,2018,336
3W,AUTOCROLA INDIA LTD,2018,1
3W,AUTOHAUS PRIVATE LIMITED,2018,206
3W,AUTOLITE (INDIA) LIMITED,2018,216
3W,AVL ELECTRIC VEHICLES PVT LTD,2018,54
3W,AVON CYCLE LTD INDIA,2018,4
2W,AVON CYCLES LTD,2018,37
3W,AVON CYCLES LTD,2018,191
3W,BABA E RICKSHAW & C BATTERIES,2018,6
3W,BABA E-VEHICLES,2018,132
2W,BAJAJ AUTO LTD,2018,7
3W,BAJAJ AUTO LTD,2018,113
3W,BAJAJ IMPLEMENTS PVT LTD,2018,20
3W,BAJAJ IMPLEMENTS PVT. LTD,2018,283
3W,BAL GOPAL WHEELS PVT LTD,2018,87
3W,BALI AUTO INDUSTRIES,2018,295
3W,BATTERY RICKSHAW SANGH,2018,1
3W,BENGAL MOTORS,2018,1
3W,BENTINCK INDUSTRIES PVT. LTD.,2018,160
3W,BEST WAY AGENCIES PVT LTD,2018,2044
3W,BESTWAY AGENCIES PVT LTD,2018,11
3W,BIG BULL TRADER PVT LTD,2018,426
3W,BIJNOR ENTERPRISES,2018,24
LMV,BILAL TRAILORS,2018,4
LMV,BMW INDIA PVT LTD,2018,5
3W,BRIGHT AUTOZONE PVT LTD,2018,713
3W,BULL MACHINES PVT LTD,2018,3
3W,C M OVERSEAS,2018,10
3W,CAPARO AUTOTECH LIMITED,2018,44
3W,CART INDIA,2018,17
3W,CEEON INDIA,2018,928
3W,CHAMPION POLY PLAST,2018,3005
LMV,CHATELEC VEHICLES INDIA LTD,2018,1
3W,CHAUHAN AUTO INDUSTRIES,2018,17
3W,CHEHAK BATTERIES,2018,195
3W,CHIRAG ENTERPRISES,2018,19
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2018,395
3W,CLAAS INDIA P LTD,2018,1
3W,CLH GASEOUS FUEL APPL PVT LTD,2018,37
LMV,CLH GASEOUS FUEL APPL PVT LTD,2018,1
3W,CONTINENTAL ENGINES PVT LTD,2018,1
3W,CREATIVE ENGINEERINGS,2018,7
3W,DALIAN FORKLIFT CO.,2018,1
3W,DASHMESH TRADERS,2018,75
3W,DAVE EXIM PVT LTD,2018,854
3W,DD AUTO PVT LTD,2018,397
3W,DEEP DRAWN TECHNOLOGIES,2018,46
3W,DELTA AUTOCORP LLP,2018,330
3W,DELTEK ENTERPRISES PVT LTD,2018,192
3W,DEVAM ELECTRIC VEHICLES PVT LTD,2018,4
3W,DIAMOND E VEHICLES,2018,10
LMV,"DIAMOND ENGG,CTC",2018,1
3W,DILLI ELECTRIC AUTO PVT LTD,2018,3404
LMV,DILLI ELECTRIC AUTO PVT LTD,2018,7
3W,DIVANSHU AUTOMOBILES LIMITED,2018,18
3W,DIVANSU AUTOMOBILES LTD,2018,213
3W,DIVYA ENTERPRISES,2018,126
3W,DIWA GREEN TECHNOLOGY PVT LTD,2018,10
3W,DSF INDUSTRIES PVT LTD,2018,22
3W,DUCATI INDIA PVT LTD,2018,1
3W,DUCATI MOTOR HOLDING S.P.A,2018,1
3W,DUKE AUTO INDIA,2018,55
3W,DURABLE FLANGES PVT LTD,2018,1
3W,DYNAVOLT TECHNOLOGY INDIA LTD,2018,142
3W,DYS IMPEX PRIVATE LIMITED,2018,473
3W,DYS IMPEX PVT LTD,2018,2
3W,ECO SMART VEHICLES PVT LTD,2018,115
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2018,61
3W,EEVEE ENGINEERING PVT LTD,2018,11
3W,ELECTRA INTERNATIONAL,2018,58
3W,ELECTRECA VEHICLES,2018,4
2W,ELECTROTHERM (I) LIMITED,2018,4
3W,ELECTROTHERM (I) LIMITED,2018,147
LMV,ELECTROTHERM (I) LIMITED,2018,1
2W,ELECTROTHERM (INDIA) LIMITED,2018,48
3W,ELECTROTHERM (INDIA) LIMITED,2018,1184
LMV,ELECTROTHERM (INDIA) LIMITED,2018,1
3W,ELITE AUTO ENGINEERS PVT LTD,2018,85
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2018,61
3W,ENERGY ELECTRIC VEHICLES,2018,2606
3W,ENTICE IMPEX PVT LTD,2018,128
3W,EPOWER VEHICLES PVT LTD,2018,181
LMV,ESCORTS CONSTRUCTION EQUIPMENT LTD,2018,2
3W,ETHIRAJ AUTO UDYOG PVT LTD    ,2018,1
3W,EULER MOTORS PVT LTD,2018,49
3W,EVEX AUTO INDIA PVT LTD,2018,1
3W,EVOLUTION AUTOTECH,2018,10
3W,EXPO MACHINERY LTD,2018,1
3W,EXTRAMILE GAS TECH,2018,3
3W,EXTREME MOTORS,2018,200
3W,FIVE ELEMENTS,2018,30
3W,FORD INDIA PVT LTD,2018,1
LMV,FORD INDIA PVT LTD,2018,1
3W,G & G AUTOMOTIVE,2018,457
LMV,G & G AUTOMOTIVE,2018,1
3W,G WILLIAMS FABRICATIONS LTD,2018,44
3W,G.K. RICKSHAW,2018,1626
3W,GAYATRI ELECTRIC VEHICLES,2018,117
3W,GILL AGRICULTURE WORKS,2018,4
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2018,565
3W,GODAWARI TECHNO SOLUTIONS PVT LTD,2018,1
